Identifier,Symbol,CompanyName,ACN,ABN,HomeMarket,GICSSector,GICSIndGrp,ASXSector,ASXSubSector,FormerNames,TradingStatus,ListDate,DelistDate,DelistReason,Address,City,State,Postcode,PhoneNumber,FaxNumber,WebAddress,EmailAddress,ISIN,RegistryId,Template,ASX300
TNT,TNT,Tesserent Limited,605 672 928,,ASX,45,4510,,,,Delisted,15/02/2016,9/10/2023,"Under Listing Rule 17.2, following lodgement of the Federal Court of Australia orders with ASIC approving the scheme of arrangement by which Thales Australia Holdings Pty Ltd will acquire all of the issued capital in TNT.","Level 5, 990 Whitehorse Rd",Box Hill,VIC,3128,+61 3 9880 5555 ,+61 3 9880 5556 ,www.tesserent.com,info@tesserent.com,AU000000TNT6,4737,indus,0
TNT1,TNT1,Tnt Limited ,008 427 021,,ASX,,,14,142,,Delisted,,3/01/1997,Removed from the Official List following the successful takeover offer by KPN (Australia) Limited,"Tower 1, TNT Plaza, Lawson Sq",Redfern,NSW,2016,+61 2 9699 2222,+61 2 9699 9238, ,,,4260,indus,0
TNY,TNY,Tinybeans Group Ltd,168 481 614,46 168 481 614,ASX,50,5020,,,,Trading,21/04/2017,,,24-26 Kent St,Millers Point,NSW,2000,+61 2 8296 0000 ,+61 2 8072 1440 ,www.tinybeans.com,investors@tinybeans.com,AU000000TNY6,4758,indus,0
TNZ-NZ,TNZ-NZ,Smart NZ Top 10 ETF,,,NZSE,40,4020,19,192,"NZSX 10 Fund (NS) (TNZ-NZ), 08/09/2016 ; NZ Top 10 Fund (NS) (TNZ-NZ), 05/06/2019; Smartshares NZ Top 10 ETF (TNZ-NZ), 27/09/2024",Trading,11/06/1996,,,"Level 2, NZX Centre, 11 Cable St",Wellington Central,New Zealand,6011,+64 4 472 7599 ,+64 4 496 2893 ,www.smartshares.co.nz,smartshares@smartshares.co.nz,NZTNZE0001S5,4726,propinvest,0
TOE,TOE,Toro Energy Limited,117 127 590,,ASX,10,1010,4,41,,Trading,24/03/2006,,,"Level 1, 50 Kings Park Rd",West Perth,WA,6005,+61 8 9214 2100 ,+61 8 9226 2958 ,www.toroenergy.com.au,info@toroenergy.com.au,AU000000TOE6,4758,indus,0
TOF1,TOF1,Tofts Corporation Limited ,,,ASX,,,19,192,,Delisted,14/01/1988,30/06/1992,Following closure of Second Board market,1304 Hay St,West Perth,WA,6005,+61 9 322 4853,+61 9 481 5645,,,,4214,propinvest,0
TOK,TOK,Tolu Minerals Limited,ARBN 657 300 359,,ASX,15,1510,,,,Trading,10/11/2023,,,"PNG CR Company Camp, Baruni Road",National Capital District,Papua New Guinea,",",,,www.toluminerals.com,investor@toluminerals.com,PG0000000656,4673,indus,0
TOL,TOL,Toll Holdings Limited,006 592 089,25 006 592 089,ASX,20,2030,14,143, ,Delisted,12/10/1993,1/06/2015,,"Level 7, 380 St Kilda Rd",Melbourne,VIC,3004,+61 3 9694 2888 ,+61 3 9694 2880 ,www.tollgroup.com,info@toll.com.au,AU000000TOL1,4736,indus,0
TOM,TOM,Tomizone Limited,000 094 995,99 000 094 995,ASX,50,5010,8,82,"A.L. Vincent Industries Ltd, 03/06/1996; Vinvestments Ltd, 13/02/1997; Biodiscovery Limited (BID), 03/12/1999; Simon Gilbert Wines Limited (SGV), 27/11/2007; Prince Hill Wines Limited (PHW), 18/02/2013; PHW Consolidated Limited (PHW), 27/05/2015",Delisted,1/01/1974,12/01/2022,"In accordance with Listing Rule 17.12, the removal has been undertaken in accordance with the policy set out in section 3.4 of ASX Listing Rules Guidance Note 33 Removal of Entities from the ASX Official List.",8 Antares Pl,Rosedale Auckland,New Zealand,627,+64 9 974 3950 ,,www.tomizone.com,investors@tomizone.com,AU000000TOM9,4635,indus,0
TON,TON,Triton Minerals Ltd,126 042 215,,ASX,15,1510,1,12,"Triton Gold Limited (TON), 05/03/2013.",Trading,14/08/2009,,,"Suite 5, Level 3, 220 St Georges Tce",Perth,WA,6000,+61 8 6381 9050 ,+61 8 6489 2556 ,www.tritonminerals.com,info@tritonminerals.com,AU000000TON7,4025,indus,0
TOP,TOP,Thorney Opportunities Ltd,087 167 264,41 080 167 264,ASX,40,4040,22,223,"Aztec Capital Limited (AZE), 25/7/2002; Sales Pursuit Limited (SPU), 07/03/2001; Wentworth Mutual Limited, 14/12/2006; Wentworth Holdings Limited (WWM), 03/12/2013",Trading,22/03/2000,,,"Level 45, 55 Collins St",Melbourne,VIC,3000,+61 3 9921 7116 ,+61 3 9921 7100 ,www.thorney.com.au,contact@thorney.com.au,AU000000TOP2,4737,propinvest,0
TOR,TOR,Torque Metals Limited,621 122 905,44 621 122 905,ASX,15,1510,,,,Trading,25/06/2021,,,"Unit 1, Level 16, 1 Spring St",Perth,WA,6000,,,www.torquemetals.com,admin@torquemetals.com,AU0000147266,4758,indus,0
TOR1,TOR1,Ticor Limited,009 084 851,28 009 084 851,ASX,15,1510,2,23,"Minproc Holdings Limited (MNP), 10/06/1994.",Delisted,4/06/1987,24/11/2005,Delisted following acquisition by Kumba Investments,"Level 2, 24 Outram St",West Perth,WA,6005,+61 8 9486 5600 ,+61 8 9486 5699 ,www.ticor.com.au,ticor@ticorltd.com,AU000000TOR8,4737,indus,0
TOT,TOT,360 Capital REIT,ARSN 602 303 613,,ASX,60,6010,,,"360 Capital Total Return Fund (TOT), 11/02/2020",Trading,22/04/2015,,,"Level 37 , 1 Macquarie Pl",Sydney,NSW,2000,+61 2 8405 8860 ,+61 2 9238 0354 ,www.360capital.com.au,investor.relations@360capital.com.au,AU000000TOT4,4736,propinvest,0
TOU,TOU,Tlou Energy Limited,136 739 967,79 136 739 967,ASX,10,1010,,,,Trading,9/04/2013,,,210 Alice St,Brisbane,QLD,4000,+61 7 3040 9084 ,+61 7 3003 0675 ,www.tlouenergy.com,contact@tlouenergy.com,AU000000TOU2,4762,indus,0
TOX,TOX,Tox Free Solutions Limited,058 596 124,27 058 596 124,ASX,20,2020,22,223, ,Delisted,29/09/2000,29/05/2018,In accordance with Listing Rule 17.11 following implementation of the scheme of arrangement by which Cleanaway Waste Management Limited acquired all of the Company's issued capital.,"Level 5, 20 Parkland Rd",Osborne Park,WA,6017,+61 8 6216 7000 ,,www.toxfree.com.au,info@toxfree.com.au,AU000000TOX6,4025,indus,0
TOY,TOY,Toys'R'Us ANZ Limited,063 886 199,94 063 886 199,ASX,25,2550,13,132,"Funtastic Pty Limited, 13/05/2000; Funtastic Limited (FUN), 28/06/2021",Suspended,14/09/2000,,,"Level 2, 315 Ferntree Gully Rd",Mount Waverley,VIC,3149,+61 3 9081 9100 ,+61 3 9081 9199 ,www.toysrus.com.au,investor-relations@toysrus.com.au,AU0000160301,4758,indus,0
TPC,TPC,TPC Consolidated Limited,073 079 268,99 073 079 268,ASX,55,5510,18,181,"TEL.Pacific Limited (TPC), 03/12/2015",Trading,16/07/2007,,,"Suite 29.05, Level 29, 225 George St",Sydney,NSW,2000,+61 2 8448 0633 ,,www.tpc.com.au,info@telpacific.com,AU000000TPC7,4759,indus,0
TPD,TPD,Talon Energy Ltd,153 229 086,88 153 229 086,ASX,10,1010,,,"Talon Petroleum Limited (TPD), 04/06/2021",Delisted,28/02/2013,29/12/2023,Following the release by TPD of an announcement regarding a proposed material transaction.,1202 Hay St,West Perth,WA,6005,+61 8 6319 1900 ,+61 2 4925 3811 ,www.talonenergy.com.au,info@talonenergy.com.au,AU000000TPD5,4025,indus,0
TPF,TPF,Timbercorp Primary Infrastructure Fund,105 684 231,34 105 684 231,ASX,40,4040,5,53,,Delisted,14/12/2006,30/08/2010,Delisted in accordance with listing rule 17.15.,"Level 33, 360 Collins St",Melbourne,VIC,3000,+61 3 9691 5414,+61 3 9642 0066,www.tpif.com.au,,AU000000TPF0,4737,propinvest,0
TPG,TPG,TPG Telecom Limited,001 726 192,46 093 058 069,ASX,50,5010,18,181,"SP Telecommunications Limited (SOT) 8/8/2004. SP Telemedia Limited (SOT) on 4/12/2009; TPG Telecom Limited (TPM), 29/06/2020",Trading,10/05/2001,,,"Level 27, Tower Two, 200 Barangaroo Ave",Barangaroo,NSW,2000,,,www.tpgtelecom.com.au,investor.relations@tpgtelecom.com.au,AU0000090128,4738,indus,1
TPO,TPO,Tian Poh Resources Limited,168 910 978,,ASX,15,1510,,,,Delisted,11/11/2014,14/08/2023,In accordance with Listing Rule 17.12 TPO have been suspended from trading for a continuous period of 2 years. The removal has been undertaken in accordance with the policy set out in section 3.4 of ASX Listing Rules Guidance Note 33.,48 Pandan Rd,Singapore,Singapore,609289,+65 6898 0009 ,+65 6898 0008 ,www.tianpoh.com,info@tianpoh.com,AU000000TPO2,4736,indus,0
TPO1,TPO1,Tropicana Gold Limited,,,ASX,15,1510,,,,Withdrawn Float,,,,,,,,,,,,AU000000TPO2,,indus,0
TPS1,TPS1,TPS GROUP LIMITED,,,ASX,,,,,,Delisted,24/07/1985,3/10/1990,delisted due to failure to pay annual listing fee,"Suite 5, 8 Clive St",West Perth,WA,6005,+61 9 322 1913,+61 9 332 3918,,,,4219,indus,0
TPS2,TPS2,2 Park Street Trust,093 502 795,,ASX,,,20,202,"MTM Office Trust (MMO), 24/11/2000.",Delisted,15/02/2000,28/03/2002,Following the acquisition of 50% each of the units in the Trust by GPT Management Ltd and Macquarie Office Management Ltd.,"Level 22, 56 Pitt St",Sydney,NSW,2000,+61 2 9274 7700,+61 2 9274 7773,www.2parkstreet.com.au,investor.relations@jamesfielding.com.au,,4736,indus,0
TPT1,TPT1,Tyndall Property Trust,,,ASX,,,19,192,,Delisted,27/11/1986,23/06/2000,Following merger with Meridian Investment Trust.,"Level 9, 465 Victoria Ave",Chatswood,NSW,2067,+61 2 9269 9000,+61 2 9269 9103, ,,,4738,propinvest,0
TPW,TPW,Temple & Webster Group Ltd,608 595 660,69 608 595 660,ASX,25,2550,,,,Trading,10/12/2015,,,"Unit 2, 1-7 Unwins Bridge Rd",St Peters,NSW,2044,+61 2 9698 4548 ,,www.templeandwebstergroup.com.au,,AU000000TPW5,4673,indus,1
TPW1-NZ,TPW1-NZ,TrustPower Limited,,,NZSE,55,5510,5,52,,Delisted,18/04/1994,31/10/2016,,"TrustPower Building, 108 Durham St",Tauranga,New Zealand,3110,+64 7 574 4800 ,+64 7 574 4825 ,www.trustpower.co.nz,trustpower@trustpower.co.nz,NZTPWE0001S7,4099,indus,0
TPX,TPX,Tasmanian Perpetual Trustees Limited,009 475 629,97 009 475 629,ASX,40,4020,19,194, ,Delisted,22/12/1998,25/09/2009,Company removed pursuant to Listing Rule 17.11.,23 Paterson St,Launceston,TAS,7250,+61 3 6348 1111,+61 3 6348 1166,www.tasmanianperpetual.com.au,info@tptl.com.au,AU000000TPX3,4737,propinvest,0
TQE,TQE,Torque Mining Limited,156 369 336,,ASX,,,,,,Withdrawn Float,,,,2 Village High Rd,Benowa,QLD,4217,+61 7 5564 8823 ,+61 7 5597 7215 ,www.torquemining.com.au,info@torquemining.com.au,AU000000TQE1,4025,indus,0
TQH,TQH,3Q Holdings Limited,089 058 293,42 089 058 293,ASX,45,4510,22,226,"Thin Technologies Limited (TTL) 13/11/2003; Acuity Investment Management Limited (AMD), 28/12/2005;",Delisted,11/04/2000,13/02/2013,delisted following the request by the Company,"Level G, 35 Spring St",Bondi Junction,NSW,2022,+61 2 9369 8590 ,+61 2 9387 7110 ,www.threeq.com.au,info@threeq.com.au,AU000000TQH4,4737,indus,0
TR2,TR2,Tali Resources Ltd,673 333 189,,ASX,,,,,,UpcomingFloat,,,,55 Carrington St,Nedlands,WA,6009,+61 8 6282 2700 ,,www.taliresources.com.au,info@taliresources.com.au,AU0000402265,4756,indus,0
TRA,TRA,TURNERS AUTOMOTIVE GROUP LIMITED,,,ASX,25,2550,,,,Trading,28/07/2017,,,"Level 5, 70 Shortland St",Auckland ,New Zealand,1010,+64 9 308 4950 ,,www.turnersautogroup.co.nz,info@turnersautogroup.co.nz,NZVNLE0001S1,4099,indus,0
TRA-NZ,TRA-NZ,TURNERS AUTOMOTIVE GROUP LIMITED,,,NZSE,25,2550,19,193,,Trading,1/01/1985,,,"Level 5, 70 Shortland St",Auckland ,New Zealand,1010,+64 9 308 4950 ,,www.turnersautogroup.co.nz,info@turnersautogroup.co.nz,NZVNLE0001S1,4099,indus,0
TRA1,TRA1,Target Resources Australia Nl ,055 730 197,,ASX,,,2,26,"TARGET RESOURCES LIMITED, 30/06/92",Delisted,,6/05/1997,Removed from the Official List following the Scheme of Arrangement with Mining Corporation of Australia Limited,"Level 1, 126 Broadway ",Nedlands,WA,6009,+61 8 9389 8799,+61 8 9389 8327, ,,,4447,indus,0
TRC,TRC,Trac Group Holdings Limited,,,ASX,,,,,,Withdrawn Float,,,,"Suite 1112, Building 1B, Southport Central 56 Scarborough St",Southport,QLD,4215,,,tractile.com.au,info@tractile.com.au,AU000000TRC3,4005,indus,0
TRE,TRE,Toubani Resources Inc,ARBN 661 082 435,,ASX,15,1510,,,,Trading,28/11/2022,,,100 King St West #1600,Toronto Ontario,Canada,M5X 1G5,,,www.toubaniresources.com,info@toubaniresources.com,AU0000241416,4733,indus,0
TRF,TRF,Trafford Resources Limited,009 368 432,93 112 257 299,ASX,15,1510,1,15,,Delisted,19/06/2006,22/05/2015,delisted following implementation of the scheme of arrangement by which IronClad Mining Limited and Trafford merged,"Level 2, 679 Murray St",West Perth,WA,6005,+61 8 9485 1040 ,+61 8 9485 1050 ,www.traffordresources.com,admin@traffordresources.com,AU000000TRF6,4676,indus,0
TRF1,TRF1,Trans-Pacific Investment Corporation Limited ,008 929 306,,ASX,,,19,192,,Delisted,26/02/1986,4/03/1993,T/O by Welltop Pty Ltd,"Level 2, 46-50 Kings Park Rd",West Perth,WA,6005,+61 9 322 6699,+61 9 322 2075,,,,4447,propinvest,0
TRG1,TRG1,THE TRIO GROUP LIMITED,,,ASX,,,,,,Delisted,,23/05/1990,taken over by Keenhand Pty Limited,18 Byrne St,Auburn,NSW,2144,+61 2 648 5066,+61 2 648 5698,,,,4249,indus,0
TRH-NZ,TRH-NZ,Toll NZ Limited,,,NZSE,20,2030,14,141,"Tranz Rail Holdings Limited, 04/05/2004.",Delisted,14/06/1996,26/10/2007,,"Toll Building, Smales Farm, Corner Northcote & Taharoto Roads, Takapuna",Wellington,,,+64 4 498 3000,+64 4 498-3259,www.tranzrail.co.nz,invest@tranzrail.co.nz,NZTRHE0001S4,4099,indus,0
TRI,TRI,TrivarX Ltd,008 130 336,58 008 130 336,ASX,35,3510,21,212,"Bioprospect Limited (BPO), 28/11/2014; Medibio Limited (MEB), 13/10/2023",Trading,29/01/2001,,,647 Beaufort St,Mount Lawley,WA,6050,+61 8 6189 1155 ,,www.trivarx.com,info@trivarx.com.au,AU0000300196,4758,indus,0
TRJ,TRJ,Trajan Group Holdings Limited,152 617 706,38 152 617 706,ASX,35,3520,,,,Trading,7/06/2021,,,7 Argent Pl,Ringwood,VIC,3134,+61 3 9837 4200 ,,www.trajanscimed.com,info@trajanscimed.com,AU0000150526,4737,indus,0
TRM,TRM,Truscott Mining Corporation Limited,116 420 378,31 116 420 378,ASX,15,1510,1,13,,Trading,18/04/2007,,,"Unit 1, 1 Ewen St",Scarborough,WA,6019,+61 4 1995 6232 ,+61 8 9245 1088 ,www.truscottmining.com.au,admin@truscottmining.com.au,AU000000TRM2,4758,indus,0
TRM1,TRM1,Trafalgar Mining N.L. ,,,ASX,,,,,,Delisted,,14/08/1991,By order of Australian Stock Exchange Limited,"Level 11, 95 St. Georges Tce",Perth,WA,6000,+61 9 481 5600,+61 9 481 5601,,,,4214,indus,0
TRN,TRN,Torrens Mining Limited,168 295 092,,ASX,15,1510,,,,Delisted,7/01/2021,6/05/2022,"In accordance with Listing Rule 17.4, following despatch of the compulsory acquisition notices by Coda Minerals Ltd.","Level 11, London House, 216 St Georges Tce",Perth,WA,6000,+61 8 9481 0389 ,+61 8 9463 6103 ,www.torrensmining.com,info@torrensmining.com,AU0000122954,4025,indus,0
TRO,TRO,Triausmin Limited,062 002 475,22 062 002 475,ASX,15,1510,2,27,"Tri Origin Minerals (TRO), 08/07/2010.",Delisted,9/01/2004,21/08/2014,delisted following implementation of the scheme of arrangement by which Heron Resources Limited acquired all of the ordinary shares in the Company,"Suite 702, Level 7, 191 Clarence St",Sydney,NSW,2000,+61 2 9299 7800 ,+61 2 9299 7500 ,www.triausmin.com,info@triausmin.com,AU000000TRO8,4736,indus,0
TRP,TRP,Tissue Repair Ltd,158 411 566,20 158 411 566,ASX,35,3520,,,,Trading,18/11/2021,,,"Level 9, Tower A,The Zenith, 821 Pacific Hwy",Chatswood,NSW,2067,+61 4 2798 5805 ,,www.tissuerepair.com.au,,AU0000180887,4733,indus,0
TRP1,TRP1,Trinity Properties Limited ,,,ASX,,,,,,Delisted,6/09/1984,4/07/1990,T/O by Dovade Pty Ltd,"Level 18, 111 Elizabeth St",Sydney,NSW,2000,+61 2 221 3166,+61 2 223 3163,,,,4244,indus,0
TRQ,TRQ,Transequity Limited ,,,ASX,,,,,,Delisted,3/10/1986,1/08/1990,Failure to comply with listing rules,"Suite 12, 15 Lansell Rd",Toorak,VIC,3142,+61 3 241 3003,+61 3 690 7549,,,,4290,indus,0
TRS,TRS,The Reject Shop Limited,006 122 676,,ASX,25,2550,13,131,,Trading,1/06/2004,,,245 Racecourse Rd,Kensington,VIC,3031,+61 3 9371 5555 ,+61 3 9372 1211 ,www.rejectshop.com.au,,AU000000TRS9,4596,indus,0
TRS1,TRS1,Taurus Resources N.L. ,,,ASX,,,,,,Delisted,18/09/1985,2/10/1991,Failure to pay annual listing fees,"Lot 69, Great Northern Hwy",Millendon,WA,6056,+61 9 296 1406,+61 9 296 1395,,,,4447,indus,0
TRU,TRU,Truscreen Group Limited,644 098 760,,ASX,35,3510,,,,Trading,6/01/2021,,,"Suite 3, Level 3, 18 Orion Rd",Lane Cove,NSW,2066,+61 2 8999 3820 ,,www.truscreen.com,info@truscreen.com,NZTRUE0001S7,4730,indus,0
TRU-NZ,TRU-NZ,Truscreen Group Limited,644 098 760,,NZSE,35,3510,,,,Trading,12/11/2014,,,"Suite 3, Level 3, 18 Orion Rd",Lane Cove,NSW,2066,+61 2 8999 3820 ,,www.truscreen.com,info@truscreen.com,NZTRUE0001S7,4730,indus,0
TRU1,TRU1,The Trust Company Limited,004 027 749,59 004 027 749,ASX,40,4020,19,194,"Trust Company of Australia Limited, 08/11/2006. Trust Company Limited (TRU), 23/06/2010.",Delisted,27/02/1990,20/12/2013,delisted following implementation of the scheme of arrangement by which Heron Resources Limited acquired all of the ordinary shares in the Company,"Level 15, 20 Bond St",Sydney,NSW,2000,+61 2 8295 8100 ,+61 2 8295 8659 ,www.thetrustcompany.com.au,services@trust.com.au,AU000000TRU5,4737,indus,0
TRY,TRY,Troy Resources Limited,006 243 750,33 006 243 750,ASX,15,1510,1,12," Troy Resources NL (TRY), 11/01/2012",Delisted,5/03/1987,1/09/2023,Following the release of an announcement regarding a capital raising.,"Level 2, 5 Ord St",West Perth,WA,6005,+61 8 9481 1277 ,+61 8 9226 3598 ,www.troyres.com.au,troy@troyres.com.au,AU000000TRY7,4025,indus,0
TSC1,TSC1,Transcom Australia Limited ,,,ASX,,,,,,Delisted,27/07/1988,7/03/1991,T/O by Black Horse Mining N.L.,"Unit 2, 30 Walters Dr",Herdsman,WA,6016,+61 9 244 1166,+61 9 244 1175,,,,4214,indus,0
TSG,TSG,Total Sport & Entertainment Group Limited,003 328 185,,ASX,25,2540,22,222,"B4BSport Group Limited (BFB), 22/03/2002; D.E.M. Limited (DEM), 20/12/2000.",Delisted,29/10/1987,31/01/2003,Following shareholder approval of the company's removal at the AGM on 28/01/2003.,115 Sailors Bay Rd,Northbridge,NSW,2063,+61 2 9958 9300,+61 2 9958 4652,,,,4738,indus,0
TSI,TSI,Top Shelf International Holdings Ltd,164 175 535,22 164 175 535,ASX,30,3020,,,,Suspended,10/12/2020,,,16-18 National Bvd,Campbellfield,VIC,3061,,,www.topshelfgroup.com.au,info@topshelfgroup.com.au,AU0000118887,4736,indus,0
TSI1,TSI1,Toscana Investments Limited ,,,ASX,,,,,,Delisted,,3/10/1990,Failure to pay annual listing fees,"Level 25, Forrest Centre, 221 St. Georges Tce",Perth,WA,6000,+61 9 481 5600,+61 9 481 5601,,,,4235,indus,0
TSI2,TSI2,Transfield Services Infrastructure Fund,106 617 332,,ASX,55,5510,5,52,,Delisted,12/06/2007,11/07/2011,"Delisted following completion of the schemes of arrangement whereby all of the Fund's stapled securities, other than those held by Transfield Services Limited, were acquired by a subsidiary of Ratchaburi Electricity Generating Holding PCL.","Level 10, 111 Pacific Hwy",North Sydney,NSW,2060,+61 2 9464 1000,+61 2 9464 1111,www.tsinfrastructurefund.com,info@tsifund.com,AU000000TSI8,4738,indus,0
TSK,TSK,Task Group Holdings Limited,ARBN 605 696 820,,ASX,45,4510,,,"Plexure Group Limited (PX1), 17/09/2022",Delisted,25/11/2020,23/07/2024,"In accordance with Listing Rule 17.11, following implementation of the scheme of arrangement between TSK and its shareholders in connection with the acquisition of all the issued capital in TSK by PAR Technology Corporation.","Level 2, 2 Graham St",Auckland,New Zealand,1010,+64 9 358 1500 ,,www.TASKsoftware.com,,AU0000310203,4738,indus,0
TSK-NZ,TSK-NZ,Task Group Holdings Limited,ARBN 605 696 820,,NZSE,45,4510,19,191,"Plexure Group Limited (PX1), 17/09/2022",Trading,1/01/1985,,,"Level 2, 2 Graham St",Auckland,New Zealand,1010,+64 9 358 1500 ,,www.TASKsoftware.com,,NZSMRE0001S6,4738,indus,0
TSL,TSL,Titanium Sands Limited,009 131 533,65 009 131 533,ASX,15,1510,2,27,"Precious Metals Australia Limited (PMA), 21/12/2007; Windimurra Vanadium Limited (WVL), 05/12/2016",Trading,22/12/1988,,,"Level 8, London House, 216 St Georges Tce",Perth,WA,6000,+61 8 9481 0389 ,+61 8 9463 6103 ,www.titaniumsands.com.au,info@titaniumsands.com.au,AU000000TSL2,4025,indus,0
TSM,TSM,ThinkSmart Limited,092 319 698,24 092 319 698,ASX,40,4020,18,184,,Delisted,4/06/2007,7/12/2016,"delisted from the close of trading on Tuesday, 6 December 2016 pursuant to Listing rule 17.11.","Level 7, Oakland House, Talbot Rd",Old Trafford Manchester,Europe,M16 0PQ,,,www.thinksmartworld.com,,AU000000TSM0,4025,indus,0
TSN,TSN,The Sustainable Nutrition Group Ltd,071 666 334,43 071 666 334,ASX,30,3020,21,211,"Alchemia Limited (ACL), 14/10/2019;Australian Primary Hemp Limited (APH ), 22/10/2021",Delisted,23/12/2003,21/08/2023,Following the receipt of additional information about the ongoing activities of the Company.,"Level 4, 100 Albert Rd",South Melbourne,VIC,3205,+61 3 9692 7222 ,+61 3 9077 9233 ,www.ausprimaryhemp.com.au,info@ausprimaryhemp.com.au,AU0000182867,4596,indus,0
TSO,TSO,Tesoro Gold Ltd,106 854 175,91 106 854 175,ASX,15,1510,19,192,"Van Eyk Three Pillars Limited (VTP), 21/12/2011; Continuation Investments Ltd (COT), 27/11/2015; Plukka Limited (PKA), 31/01/2020;Tesoro Resources Limited (TSO), 29/04/2022",Trading,28/01/2004,,,"Level 39, 152-158 St Georges Tce",Perth,WA,6000,+61 8 6383 7883 ,+61 3 9322 5230 ,www.tesorogold.com.au,info@tesorogold.com.au,AU0000077208,4756,indus,0
TSO1,TSO1,Tishman Speyer Office Fund,ARSN 108 809 534,,ASX,40,4040,20,201,,Delisted,1/12/2004,29/06/2012,"delisted from the close of trading on Thursday, 28 June 2012, at the request of the responsible entity of the Trust under listing rule 17.11, following the cancellation of the units in the Trust","Level 12, The Chifley Tower, 2 Chifley Sq",Sydney,NSW,2000,+61 2 9921 3900,+61 2 9921 3999,www.tsof.com.au,registrars@linkmarketservice.com.au,AU000000TSO6,4673,propinvest,0
TSQ,TSQ,Tasequity Limited ,,,ASX,,,,,,Delisted,25/09/1987,16/01/1992,Transferred to Main Board taken over by Tiger Island Operations Pty Limited,131a Collins St,Hobart,TAS,7000,+61 3 31 3844,+61 3 34 0351,,,,4394,indus,0
TSS,TSS,Tassal Limited,009 548 770,64 009 548 770,ASX,30,3020,9,91, ,Delisted,6/08/1987,30/08/2004,Pursuant to listing rule 17.15,5 Franklin Wharf,Hobart,TAS,7000,+61 3 6211 9611,+61 3 6224 0373,www.tassal.com.au,tassal@tassal.com.au,,4737,indus,0
TSW,TSW,Taswest Limited ,,,ASX,,,,,,Delisted,22/10/1987,3/10/1990,delisted due to failure to pay annual listing fee,49 Gladesville Rd,Hunters Hill,NSW,2110,+61 2 816 4557,,,,,4247,indus,0
XPL,XPL,Xplore Wealth Limited,128 316 441,34 128 316 441,ASX,40,4020,,,"Managed Accounts Holdings Limited (MGP), 15/04/2019",Delisted,25/06/2014,4/03/2021,"In accordance with Listing Rule 17.2, following lodgement of the Federal Court of Australia orders with the ASIC approving the scheme of arrangement by which HUB24 Limited will acquire all of the issued capital in XPL.","Suite 1, Level 5, 28 Margaret St",Sydney,NSW,2000,+61 2 8006 5900 ,+61 2 8221 9849 ,www.xplorewealth.com.au,,AU0000044547,4724,indus,0
